day,Col_sum,Col_sum_zl
20161011,73060.0,76845.0
20161012,34495.0,38655.0
20161013,-36030.0,-38125.0
20161014,-2895.0,-4080.0
20161017,-64655.0,-69360.0
20161018,22580.0,29455.0
20161019,-16575.0,-16970.0
20161020,130940.0,126590.0
20161021,-75130.0,-70120.0
20161024,102375.0,105935.0
20161025,142895.0,133425.0
20161026,5910.0,12580.0
20161027,-45100.0,-39705.0
20161028,70505.0,64265.0
20161031,77555.0,70530.0
20161101,-150105.0,-154995.0
20161102,51335.0,51055.0
20161103,-19060.0,-20675.0
20161104,56220.0,55170.0
20161107,226340.0,239970.0
20161108,-11435.0,-5550.0
20161109,-72080.0,-76020.0
20161110,148595.0,162795.0
20161111,104905.0,82635.0
20161114,-365935.0,-358290.0
20161115,-37590.0,-20420.0
20161116,-125065.0,-146400.0
20161117,15320.0,13635.0
20161118,-7900.0,-15490.0
20161121,-40340.0,-52795.0
20161122,54500.0,45800.0
20161123,-31360.0,-34610.0
20161124,20045.0,-6710.0
20161125,87000.0,95890.0
20161128,14915.0,-43375.0
20161129,-141805.0,-159985.0
20161130,87415.0,87975.0
20161201,-174165.0,-175025.0
20161202,56745.0,54625.0
20161205,57015.0,56945.0
20161206,20505.0,93490.0
20161207,80625.0,76680.0
20161208,-93725.0,-101235.0
20161209,-16705.0,-46365.0
20161212,-175765.0,-197490.0
20161213,-12300.0,-18295.0
20161214,68345.0,68575.0
20161215,-109275.0,-116780.0
20161216,-51590.0,-7790.0
20161219,154485.0,292810.0
20161220,235425.0,234910.0
20161221,-116615.0,-129825.0
20161222,307275.0,315660.0
20161223,18185.0,1960.0
20161226,370475.0,376640.0
20161227,-79495.0,-95520.0
20161228,-32440.0,-38940.0
20161229,31695.0,31540.0
20161230,-10655.0,-10050.0
20170103,-10995.0,-14035.0
20170104,-101910.0,-111245.0
20170105,-4870.0,1705.0
20170106,-10175.0,-11150.0
20170109,-29275.0,-34675.0
20170110,121870.0,116425.0
20170111,28395.0,25555.0
20170112,35635.0,35815.0
20170113,-66995.0,-71930.0
20170116,196560.0,193605.0
20170117,-138735.0,-139225.0
20170118,35570.0,35460.0
20170119,-22540.0,-28650.0
20170120,55690.0,48130.0
20170123,36560.0,36515.0
20170124,-79965.0,-88580.0
20170125,-9235.0,-10215.0
20170126,-1365.0,-5555.0
20170203,-60345.0,-60435.0
20170206,91675.0,87490.0
20170207,-206440.0,-219360.0
20170208,-33870.0,-41370.0
20170209,-144250.0,-147530.0
20170210,4610.0,-1745.0
20170213,317160.0,319095.0
20170214,8315.0,14735.0
20170215,-243235.0,-250675.0
